TRACKINGNUMBER,INSPECTIONDATE,INSPTYPE,NUMCRITICAL,NUMNONCRITICAL,VIOLLUMP,HAZARDRATING
SHEN-A6LRKW,20231006,Routine,2,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
SHEN-A6LRKW,20230405,Routine,0,0,,Low
SHEN-A6LRKW,20221003,Routine,0,0,,Low
SHEN-A6LRKW,20220404,Routine,0,0,,Low
SHEN-A6LRKW,20211008,Follow-Up,0,0,,Low
SHEN-A6LRKW,20211004,Routine,1,2,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|502,Not Critical,In operator’s absence, no staff on duty has FOODSAFE Level 1 or equivalent [s. 10(2)],Not Repeat",Low
SHEN-A6LRKW,20191105,Routine,0,2,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
HCAR-AVHUXX,20230607,Routine,0,0,,Low
HCAR-AVHUXX,20221116,Routine,0,1,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat",Low
HCAR-AVHUXX,20220607,Routine,1,0,"401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
HCAR-AVHUXX,20220106,Routine,2,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
HCAR-AVHUXX,20210721,Routine,0,1,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
HCAR-AVHUXX,20191105,Routine,0,0,,Low
SHEN-9SZQZX,20231005,Routine,0,0,,Low
SHEN-9SZQZX,20230412,Follow-Up,0,1,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
SHEN-9SZQZX,20230406,Routine,1,1,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
SHEN-9SZQZX,20221011,Routine,0,0,,Low
SHEN-9SZQZX,20220502,Routine,0,1,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat",Low
SHEN-9SZQZX,20211029,Routine,0,0,,Low
SHEN-9SZQZX,20210423,Routine,0,0,,Low
SHEN-9SZQZX,20201105,Follow-Up,0,0,,Low
SHEN-9SZQZX,20191230,Routine,0,0,,Low
HCAR-C4ATVP,20230828,Routine,1,1,"309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
HCAR-C4ATVP,20230404,Follow-Up,0,0,,Low
HCAR-C4ATVP,20230310,Follow-Up,0,2,"305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Low
HCAR-C4ATVP,20230214,Routine,0,3,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
HCAR-C4ATVP,20220916,Follow-Up,0,0,,Low
HCAR-C4ATVP,20220909,Routine,0,4,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat",Moderate
HCAR-C4ATVP,20220307,Follow-Up,0,0,,Low
HCAR-C4ATVP,20220301,Routine,0,2,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat",Low
HCAR-C4ATVP,20210709,Routine,0,0,,Low
HCAR-C4ATVP,20210609,Follow-Up,0,0,,Low
GEDS-7WNLD2,20230328,Follow-Up,0,0,,Low
GEDS-7WNLD2,20230327,Routine,1,4,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat",High
GEDS-7WNLD2,20221116,Follow-Up,0,2,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|502,Not Critical,In operator’s absence, no staff on duty has FOODSAFE Level 1 or equivalent [s. 10(2)],Not Repeat",Low
GEDS-7WNLD2,20221109,Routine,1,5,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|315,Not Critical,Refrigeration units and hot holding equipment lack accurate thermometers [s. 19(2)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat|502,Not Critical,In operator’s absence, no staff on duty has FOODSAFE Level 1 or equivalent [s. 10(2)],Not Repeat",High
GEDS-7WNLD2,20220829,Follow-Up,0,2,"311,Not Critical,Premises not maintained as per approved plans [s. 6(1)(b)],Not Repeat|502,Not Critical,In operator’s absence, no staff on duty has FOODSAFE Level 1 or equivalent [s. 10(2)],Not Repeat",Low
GEDS-7WNLD2,20220826,Follow-Up,0,4,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|311,Not Critical,Premises not maintained as per approved plans [s. 6(1)(b)],Not Repeat|315,Not Critical,Refrigeration units and hot holding equipment lack accurate thermometers [s. 19(2)],Not Repeat|502,Not Critical,In operator’s absence, no staff on duty has FOODSAFE Level 1 or equivalent [s. 10(2)],Not Repeat",Low
GEDS-7WNLD2,20220824,Routine,2,4,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|303,Critical,Equipment/facilities/hot & cold water for sanitary maintenance not adequate [s. 17(3); s. 4(1)(f)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|311,Not Critical,Premises not maintained as per approved plans [s. 6(1)(b)],Not Repeat|315,Not Critical,Refrigeration units and hot holding equipment lack accurate thermometers [s. 19(2)],Not Repeat|502,Not Critical,In operator’s absence, no staff on duty has FOODSAFE Level 1 or equivalent [s. 10(2)],Not Repeat",High
GEDS-7WNLD2,20210629,Follow-Up,0,0,,Low
GEDS-7WNLD2,20210615,Follow-Up,0,2,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|311,Not Critical,Premises not maintained as per approved plans [s. 6(1)(b)],Not Repeat",Low
GEDS-7WNLD2,20210610,Follow-Up,2,2,"104,Not Critical,Permit not posted in a conspicuous location [s. 8(7)],Not Repeat|205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Moderate
GEDS-7WNLD2,20210608,Routine,1,7,"104,Not Critical,Permit not posted in a conspicuous location [s. 8(7)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|311,Not Critical,Premises not maintained as per approved plans [s. 6(1)(b)],Not Repeat|312,Not Critical,Items not required for food premises operation being stored on the premises [s. 18],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",High
GEDS-7WNLD2,20210226,Follow-Up,0,4,"104,Not Critical,Permit not posted in a conspicuous location [s. 8(7)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat|311,Not Critical,Premises not maintained as per approved plans [s. 6(1)(b)],Not Repeat",Low
GEDS-7WNLD2,20210224,Routine,3,4,"104,Not Critical,Permit not posted in a conspicuous location [s. 8(7)],Not Repeat|205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|206,Critical,Hot potentially hazardous food stored/displayed below 60 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat|311,Not Critical,Premises not maintained as per approved plans [s. 6(1)(b)],Not Repeat",High
GEDS-7WNLD2,20200310,Follow-Up,0,0,,Low
GEDS-7WNLD2,20200303,Follow-Up,0,0,,Low
GEDS-7WNLD2,20200302,Routine,1,3,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Moderate
GEDS-7WNLD2,20191122,Follow-Up,0,0,,Low
GEDS-7WNLD2,20191113,Routine,0,6,"104,Not Critical,Permit not posted in a conspicuous location [s. 8(7)],Not Repeat|305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|312,Not Critical,Items not required for food premises operation being stored on the premises [s. 18],Not Repeat|502,Not Critical,In operator’s absence, no staff on duty has FOODSAFE Level 1 or equivalent [s. 10(2)],Not Repeat",Moderate
HCAR-BWJPHA,20230731,Routine,1,1,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
HCAR-BWJPHA,20230310,Routine,0,0,,Low
HCAR-BWJPHA,20220923,Routine,0,0,,Low
HCAR-BWJPHA,20220121,Follow-Up,0,0,,Low
HCAR-BWJPHA,20220120,Follow-Up,1,0,"401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
HCAR-BWJPHA,20220119,Routine,0,0,,Low
HCAR-BWJPHA,20210809,Routine,1,1,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|311,Not Critical,Premises not maintained as per approved plans [s. 6(1)(b)],Not Repeat",Low
HCAR-BWJPHA,20210308,Routine,1,2,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|311,Not Critical,Premises not maintained as per approved plans [s. 6(1)(b)],Not Repeat",Moderate
LCOE-CVFUAK,20231018,Routine,0,0,,Low
HCAR-C5AP8V,20230404,Routine,0,0,,Low
HCAR-C5AP8V,20221003,Routine,0,2,"501,Not Critical,Operator does not have FOODSAFE Level 1 or Equivalent [s. 10(1)],Not Repeat|502,Not Critical,In operator’s absence, no staff on duty has FOODSAFE Level 1 or equivalent [s. 10(2)],Not Repeat",Low
HCAR-C5AP8V,20220228,Routine,0,1,"305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat",Low
HCAR-C5AP8V,20210625,Follow-Up,0,0,,Low
LCOE-CMYRTY,20230822,Follow-Up,1,3,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|502,Not Critical,In operator’s absence, no staff on duty has FOODSAFE Level 1 or equivalent [s. 10(2)],Not Repeat",Low
LCOE-CMYRTY,20230808,Routine,3,5,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat|502,Not Critical,In operator’s absence, no staff on duty has FOODSAFE Level 1 or equivalent [s. 10(2)],Not Repeat",High
LCOE-CMYRTY,20230314,Routine,0,1,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat",Low
LCOE-CMYRTY,20221214,Follow-Up,0,0,,Low
GEDS-82GN63,20230424,Routine,0,0,,Low
GEDS-82GN63,20221018,Routine,0,0,,Low
GEDS-82GN63,20220426,Routine,0,0,,Low
GEDS-82GN63,20191106,Routine,0,0,,Low
HCAR-BCGU3R,20231004,Routine,0,0,,Low
HCAR-BCGU3R,20220711,Routine,0,0,,Low
HCAR-BCGU3R,20211123,Routine,0,0,,Low
GEDS-7NQMLP,20220704,Routine,0,0,,Low
GEDS-7NQMLP,20210913,Follow-Up,0,1,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat",Low
GEDS-7NQMLP,20210810,Routine,1,2,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Moderate
GEDS-7NQMLP,20200214,Routine,0,2,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|210,Not Critical,Food not thawed in an acceptable manner [s. 14(2)],Not Repeat",Low
HCAR-ASJM82,20230210,Routine,1,0,"401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
HCAR-ASJM82,20220721,Routine,0,0,,Low
HCAR-ASJM82,20211112,Routine,2,0,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Moderate
HCAR-ASJM82,20200228,Follow-Up,0,0,,Low
HCAR-ASJM82,20200128,Routine,4,1,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|206,Critical,Hot potentially hazardous food stored/displayed below 60 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Moderate
GEDS-7SQSSS,20230606,Follow-Up,0,0,,Low
GEDS-7SQSSS,20230525,Routine,1,1,"303,Critical,Equipment/facilities/hot & cold water for sanitary maintenance not adequate [s. 17(3); s. 4(1)(f)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Moderate
GEDS-7SQSSS,20220707,Follow-Up,0,0,,Low
GEDS-7SQSSS,20220630,Routine,1,2,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
GEDS-7SQSSS,20211029,Routine,1,1,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat",Low
GEDS-7SQSSS,20210831,Follow-Up,0,0,,Low
GEDS-7SQSSS,20210623,Follow-Up,0,0,,Low
GEDS-7SQSSS,20210622,Routine,3,3,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Moderate
GEDS-7SQSSS,20191218,Routine,0,0,,Low
HCAR-BGET7R,20231025,Follow-Up,0,0,,Low
HCAR-BGET7R,20231011,Routine,1,3,"206,Critical,Hot potentially hazardous food stored/displayed below 60 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
HCAR-BGET7R,20230529,Routine,0,2,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Low
